"﻿AppName","ApplicationType","BusinessCatalogName","BusinessGroupName","BusinessGroupDescription","BusinessRoleName","BusinessRoleDescription","BSPName"
"Post Outgoing Payments","Transactional","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_PAYMENTS","","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant","FIN_AP_POSTPAYM"
"Asset History Sheet","FPM/WebDynpro","SAP_SFIN_BC_AA_GEN_REP","SAP_SFIN_BCG_AA_GEN_REP","General Reporting","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Asset Balances","FPM/WebDynpro","SAP_SFIN_BC_AA_GEN_REP","SAP_SFIN_BCG_AA_GEN_REP","General Reporting","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Reprocessing Rate of Incoming Payments","Analytical","SAP_SFIN_BC_AR_ANALYTICS","","","SAP_BR_AR_MANAGER","Accounts Receivable Manager","SBRT_APPSS1"
"Manage Lockbox Batches","Transactional","SAP_SFIN_BC_BA_LOCKBOX","","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist","FIN_LB_MANAGE"
"Manage Supplier Down Payment Requests","Transactional","SAP_SFIN_BC_AP_OPERATIONS","SAP_SFIN_BCG_APAR_PAYMENTS","Payments","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant","FIN_APDPREQ"
"Manage Customer Down Payment Requests","Transactional","SAP_SFIN_BC_AR_INVOICES","SAP_SFIN_BCG_APAR_PAYMENTS","Payments","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","FIN_ARDPREQ"
"Manage Customer Down Payment Requests","Transactional"," SAP_SFIN_BC_AR_INC_PAYM","SAP_SFIN_BCG_APAR_PAYMENTS","Payments","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","FIN_ARDPREQ"
"Display Financial Statement - China","Analytical","SAP_SFIN_BC_GL_GEN_REP_CN","SAP_SFIN_BCG_GL_GEN_REP_CN","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","GLO_FINSTATMT"
"Manage Financial Statement Structures - China","Transactional","SAP_SFIN_BC_GL_GEN_REP_CN","SAP_SFIN_BCG_GL_GEN_REP_CN","General Ledger - Reporting for China","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_CN","General Ledger Accountant, General Ledger Accountant for China","GLO_FORM_STRUC"
"Import Financial Plan Data","Transactional","SAP_SFIN_BC_CO_PLAN_CCA","SAP_SFIN_BCG_CO_PLAN","Controlling - Planning","SAP_BR_CONTROLLER","Controller","FIN_UPLPLANDATA"
"Activity Type (S/4HANA)","Factsheet","SAP_SFIN_BC_CO_FS_CCA","","","SAP_BR_CONTROLLER","Controller","FIN_FS_ACTTYPE"
"Controlling Document (S/4HANA)","Factsheet","SAP_SFIN_BC_CO_FS_DOC","","","SAP_BR_CONTROLLER","Controller","FIN_FS_CTRLGDOC"
"Cost Center (S/4HANA)","Factsheet","SAP_SFIN_BC_CO_FS_CCA","","","SAP_BR_CONTROLLER","Controller","FIN_FS_COSTCTR"
"Cost Center Group (S/4HANA)","Factsheet","SAP_SFIN_BC_CO_FS_CCA","","","SAP_BR_CONTROLLER","Controller","FIN_FS_COSTCTRG"
"Customer Accounting Document (S/4HANA)","Factsheet","SAP_SFIN_BC_FACT_ACC_DOC","","","SAP_BR_AR_ACCOUNTANT, SAP_BR_WAREHOUSE_CLERK, SAP_BR_CREDIT_CONTROLLER, SAP_BR_INVENTORY_MANAGER, SAP_BR_AP_MANAGER, SAP_BR_GL_ACCOUNTANT, SAP_BR_AR_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Receivable Accountant, Warehouse Clerk, Credit Controller, Inventory Manager, Accounts Payable Manager, General Ledger Accountant, Accounts Receivable Manager, Accounts Payable Accountant","FIN_FS_CUSACDOC"
"Fixed Asset (S/4HANA)","Factsheet","SAP_SFIN_BC_FACTS_FAA_DOC","","","SAP_BR_AA_ACCOUNTANT","Asset Accountant","FIN_FS_FASSET"
"G/L Account (S/4HANA)","Factsheet","SAP_SFIN_BC_FACT_GLACC","","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_FS_GLACCT"
"Journal Entry (S/4HANA)","Factsheet","SAP_SFIN_BC_FACT_ACC_DOC","","","SAP_BR_GL_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_MANAGER, SAP_BR_INVENTORY_MANAGER, SAP_BR_CREDIT_CONTROLLER, SAP_BR_WAREHOUSE_CLERK, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_MANAGER","General Ledger Accountant, Accounts Receivable Accountant, Accounts Payable Manager, Inventory Manager, Credit Controller, Warehouse Clerk, Accounts Payable Accountant, Accounts Receivable Manager","FIN_FS_GLACDOC"
"Internal Order (S/4HANA)","Factsheet","SAP_SFIN_BC_CO_FS_OPA","","","SAP_BR_CONTROLLER","Controller","FIN_FS_INTORDER"
"Profit Center (S/4HANA)","Factsheet","SAP_SFIN_BC_CO_FS_PCA","","","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","FIN_FS_PRFTCTR"
"Statistical Key Figure (S/4HANA)","Transactional","SAP_SFIN_BC_CO_FS_CCA","","","SAP_BR_CONTROLLER","Controller","FIN_FS_SKF"
"Supplier Accounting Document (S/4HANA)","Factsheet","SAP_SFIN_BC_FACT_ACC_DOC","SAP_SFIN_BCG_AP_CHECK","Checks","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT, SAP_BR_WAREHOUSE_CLERK, SAP_BR_CREDIT_CONTROLLER, SAP_BR_INVENTORY_MANAGER, SAP_BR_GL_ACCOUNTANT, SAP_BR_AR_MANAGER, SAP_BR_AR_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant, Warehouse Clerk, Credit Controller, Inventory Manager, General Ledger Accountant, Accounts Receivable Manager, Accounts Receivable Accountant","FIN_FS_SUPACDOC"
"Supplier Accounting Document (S/4HANA)","Factsheet"," SAP_SFIN_BC_AP_CHECK_PROC","SAP_SFIN_BCG_AP_CHECK","Checks","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT, SAP_BR_WAREHOUSE_CLERK, SAP_BR_CREDIT_CONTROLLER, SAP_BR_INVENTORY_MANAGER, SAP_BR_GL_ACCOUNTANT, SAP_BR_AR_MANAGER, SAP_BR_AR_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant, Warehouse Clerk, Credit Controller, Inventory Manager, General Ledger Accountant, Accounts Receivable Manager, Accounts Receivable Accountant","FIN_FS_SUPACDOC"
"Aging Analysis (S/4HANA)","Analytical","SAP_SFIN_BC_AP_ANALYTICS","SAP_SFIN_BCG_AP_REPORTING","Reporting","SAP_BR_AP_MANAGER","Accounts Payable Manager",""
"Bank Statement Monitor (S/4HANA)","Analytical","SAP_SFIN_BC_CM_MANAGER","SAP_SFIN_BCG_CM_DAILY","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Cash Discount Forecast (S/4HANA)","Analytical","SAP_SFIN_BC_AP_ANALYTICS","SAP_SFIN_BCG_AP_REPORTING","Reporting","SAP_BR_AP_MANAGER","Accounts Payable Manager",""
"Cash Discount Utilization (S/4HANA)","Analytical","SAP_SFIN_BC_AP_ANALYTICS","SAP_SFIN_BCG_AP_REPORTING","Reporting","SAP_BR_AP_MANAGER","Accounts Payable Manager",""
"Cash Position (S/4HANA)","Analytical","SAP_SFIN_BC_CM_MANAGER","SAP_SFIN_BCG_CM_DAILY","Daily Business","SAP_BR_CASH_MANAGER","Cash Manager","SBRT_APPSS1"
"Collection Progress","Analytical","SAP_SFIN_BC_AR_ANALYTICS","SAP_SFIN_BCG_AR_REPORTING","Reporting","SAP_BR_AR_MANAGER","Accounts Receivable Manager","SBRT_APPSS1"
"Days Payable Outstanding Analysis (S/4HANA)","Analytical","SAP_SFIN_BC_AP_ANALYTICS","SAP_SFIN_BCG_AP_REPORTING","Reporting","SAP_BR_AP_MANAGER","Accounts Payable Manager",""
"Future Payables (S/4HANA)","Analytical","SAP_SFIN_BC_AP_ANALYTICS","SAP_SFIN_BCG_AP_REPORTING","Reporting","SAP_BR_AP_MANAGER","Accounts Payable Manager",""
"Invoice Processing Time (S/4HANA)","Analytical","SAP_SFIN_BC_AP_ANALYTICS","SAP_SFIN_BCG_AP_REPORTING","Reporting","SAP_BR_AP_MANAGER","Accounts Payable Manager",""
"Overdue Payables (S/4HANA)","Analytical","SAP_SFIN_BC_AP_ANALYTICS","SAP_SFIN_BCG_AP_REPORTING","Reporting","SAP_BR_AP_MANAGER","Accounts Payable Manager","SBRT_APPSS1"
"Overdue Receivables (S/4HANA)","Analytical","SAP_SFIN_BC_AR_ANALYTICS","SAP_SFIN_BCG_AR_REPORTING","","SAP_BR_AR_MANAGER","Accounts Receivable Manager",""
"Supplier Payment Analysis (Manual and Automatic Payments) (S/4HANA)","Analytical","SAP_SFIN_BC_AP_ANALYTICS","SAP_SFIN_BCG_AP_REPORTING","Reporting","SAP_BR_AP_MANAGER","Accounts Payable Manager",""
"Supplier Payment Analysis(Open Payments)","Analytical","SAP_SFIN_BC_AP_ANALYTICS","SAP_SFIN_BCG_AP_REPORTING","Reporting","SAP_BR_AP_MANAGER","Accounts Payable Manager",""
"Credit Limit Utilization (S/4HANA)","Analytical","SAP_SFIN_BC_CR_ANALYTICS","SAP_SFIN_BCG_CR_REPORTING","Reporting","SAP_BR_CREDIT_CONTROLLER","Credit Controller","SBRT_APPSS1"
"Open Disputes","Analytical","SAP_SFIN_BC_AR_ANALYTICS","SAP_SFIN_BCG_AR_REPORTING","Reporting","SAP_BR_AR_MANAGER","Accounts Receivable Manager","SBRT_APPSS1"
"Promises to Pay","Analytical","SAP_SFIN_BC_AR_ANALYTICS","SAP_SFIN_BCG_AR_REPORTING","Reporting","SAP_BR_AR_MANAGER","Accounts Receivable Manager","SBRT_APPSS1"
"Project WIP Details (SAP S4HANA OnPremise)","Transactional","SAP_SFIN_BC_CO_REP_PS","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","FIN_PROJWIPDET"
"House Bank (S/4HANA)","Factsheet","SAP_FIN_BC_CM_BAM","SAP_FIN_BCG_CM_BAM, SAP_FIN_BCG_CM_BAM_MC",",","SAP_BCR_FIN_CM_BANK_ACC_MGM, SAP_BCR_FIN_CM_BAM_MC","","FIN_FS_HBANK"
"House Bank (S/4HANA)","Factsheet"," SAP_FIN_BC_CM_BAM_MC","SAP_FIN_BCG_CM_BAM, SAP_FIN_BCG_CM_BAM_MC",",","SAP_BCR_FIN_CM_BANK_ACC_MGM, SAP_BCR_FIN_CM_BAM_MC","","FIN_FS_HBANK"
"House Bank Account (S/4HANA)","Factsheet","SAP_FIN_BC_CM_BAM_MC","SAP_FIN_BCG_CM_BAM_MC, SAP_FIN_BCG_CM_BAM",",","SAP_BCR_FIN_CM_BAM_MC, SAP_BCR_FIN_CM_BANK_ACC_MGM","","FIN_FS_HBACCT"
"House Bank Account (S/4HANA)","Factsheet"," SAP_FIN_BC_CM_BAM","SAP_FIN_BCG_CM_BAM_MC, SAP_FIN_BCG_CM_BAM",",","SAP_BCR_FIN_CM_BAM_MC, SAP_BCR_FIN_CM_BANK_ACC_MGM","","FIN_FS_HBACCT"
"Bank (S/4HANA)","Factsheet","SAP_FIN_BC_CM_BAM","SAP_FIN_BCG_CM_BAM, SAP_FIN_BCG_CM_BAM_MC",",","SAP_BCR_FIN_CM_BANK_ACC_MGM, SAP_BCR_FIN_CM_BAM_MC","","FIN_FS_BANK"
"Bank (S/4HANA)","Factsheet"," SAP_FIN_BC_CM_BAM_MC","SAP_FIN_BCG_CM_BAM, SAP_FIN_BCG_CM_BAM_MC",",","SAP_BCR_FIN_CM_BANK_ACC_MGM, SAP_BCR_FIN_CM_BAM_MC","","FIN_FS_BANK"
"FIN User Default Parameter Plugin","Transactional","SAP_SFIN_BC_USER_PARAM","","","SAP_BR_AA_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_MANAGER, SAP_BR_AR_MANAGER, SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_CREDIT_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Asset Accountant, Accounts Payable Accountant, Accounts Receivable Accountant, Accounts Payable Manager, Accounts Receivable Manager, Cash Manager, Cash Management Specialist, Controller, Credit Controller, General Ledger Accountant","FIN_ACC_USERPAR"
"FIN User Default Parameter Plugin","Transactional"," SAP_SFIN_BC_USER_PARAM","","","SAP_BR_AA_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_MANAGER, SAP_BR_AR_MANAGER, SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_CREDIT_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Asset Accountant, Accounts Payable Accountant, Accounts Receivable Accountant, Accounts Payable Manager, Accounts Receivable Manager, Cash Manager, Cash Management Specialist, Controller, Credit Controller, General Ledger Accountant","FIN_ACC_USERPAR"
"FIN User Default Parameter Plugin","Transactional"," SAP_SFIN_BC_USER_PARAM","","","SAP_BR_AA_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_MANAGER, SAP_BR_AR_MANAGER, SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_CREDIT_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Asset Accountant, Accounts Payable Accountant, Accounts Receivable Accountant, Accounts Payable Manager, Accounts Receivable Manager, Cash Manager, Cash Management Specialist, Controller, Credit Controller, General Ledger Accountant","FIN_ACC_USERPAR"
"FIN User Default Parameter Plugin","Transactional"," SAP_SFIN_BC_USER_PARAM","","","SAP_BR_AA_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_MANAGER, SAP_BR_AR_MANAGER, SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_CREDIT_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Asset Accountant, Accounts Payable Accountant, Accounts Receivable Accountant, Accounts Payable Manager, Accounts Receivable Manager, Cash Manager, Cash Management Specialist, Controller, Credit Controller, General Ledger Accountant","FIN_ACC_USERPAR"
"FIN User Default Parameter Plugin","Transactional"," SAP_SFIN_BC_USER_PARAM","","","SAP_BR_AA_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_MANAGER, SAP_BR_AR_MANAGER, SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_CREDIT_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Asset Accountant, Accounts Payable Accountant, Accounts Receivable Accountant, Accounts Payable Manager, Accounts Receivable Manager, Cash Manager, Cash Management Specialist, Controller, Credit Controller, General Ledger Accountant","FIN_ACC_USERPAR"
"FIN User Default Parameter Plugin","Transactional"," SAP_SFIN_BC_USER_PARAM","","","SAP_BR_AA_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_MANAGER, SAP_BR_AR_MANAGER, SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_CREDIT_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Asset Accountant, Accounts Payable Accountant, Accounts Receivable Accountant, Accounts Payable Manager, Accounts Receivable Manager, Cash Manager, Cash Management Specialist, Controller, Credit Controller, General Ledger Accountant","FIN_ACC_USERPAR"
"FIN User Default Parameter Plugin","Transactional"," SAP_SFIN_BC_USER_PARAM","","","SAP_BR_AA_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_MANAGER, SAP_BR_AR_MANAGER, SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_CREDIT_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Asset Accountant, Accounts Payable Accountant, Accounts Receivable Accountant, Accounts Payable Manager, Accounts Receivable Manager, Cash Manager, Cash Management Specialist, Controller, Credit Controller, General Ledger Accountant","FIN_ACC_USERPAR"
"FIN User Default Parameter Plugin","Transactional"," SAP_SFIN_BC_USER_PARAM","","","SAP_BR_AA_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_MANAGER, SAP_BR_AR_MANAGER, SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_CREDIT_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Asset Accountant, Accounts Payable Accountant, Accounts Receivable Accountant, Accounts Payable Manager, Accounts Receivable Manager, Cash Manager, Cash Management Specialist, Controller, Credit Controller, General Ledger Accountant","FIN_ACC_USERPAR"
"FIN User Default Parameter Plugin","Transactional"," SAP_SFIN_BC_USER_PARAM","","","SAP_BR_AA_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_MANAGER, SAP_BR_AR_MANAGER, SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_CREDIT_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Asset Accountant, Accounts Payable Accountant, Accounts Receivable Accountant, Accounts Payable Manager, Accounts Receivable Manager, Cash Manager, Cash Management Specialist, Controller, Credit Controller, General Ledger Accountant","FIN_ACC_USERPAR"
"FIN User Default Parameter Plugin","Transactional"," SAP_SFIN_BC_USER_PARAM","","","SAP_BR_AA_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_MANAGER, SAP_BR_AR_MANAGER, SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_CREDIT_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Asset Accountant, Accounts Payable Accountant, Accounts Receivable Accountant, Accounts Payable Manager, Accounts Receivable Manager, Cash Manager, Cash Management Specialist, Controller, Credit Controller, General Ledger Accountant","FIN_ACC_USERPAR"
"Manage Invoice Summary - Japan","Transactional","SAP_FIN_BC_AR_INVOICES_JP","SAP_FIN_BCG_AR_INVOICES_JP","Accounts Receivable - Manage invoices - Japan","SAP_BR_AR_ACCOUNTANT_JP","Accounts Receivable Accountant for Japan","FIN_INV_SUM"
"Production Cost Analysis","Transactional","SAP_SFIN_BC_CO_REP_INV_PRO","SAP_SFIN_BCG_CO_REP_INV","Controlling - Production Cost Reporting","SAP_BR_CONTROLLER_PROD","Controller - Production Costs","FIN_PRDCSTANALY"
"Create Balance Confirmations as PDF - For Customers","GUI","SAP_SFIN_BC_AR_OPERATIONS","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Manage Payment Media","Transactional","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_PAYMENTS, SAP_SFIN_BCG_APAR_CORR, SAP_SFIN_BCG_AP_CUST_ACC, SAP_SFIN_BCG_AR_CUST_ACC, SAP_SFIN_BCG_AR_DAILY","Payments, Correspondence, Supplier Accounts, Customer Accounts, Daily Business","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant","FIN_PMTMDAMAN"
"Create Balance Confirmations as PDF - For Suppliers","GUI","SAP_SFIN_BC_AP_OPERATIONS","","","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant",""
"Schedule Asset Accounting Jobs","Transactional","SAP_FIN_BC_AA_PER_ACT_MC","SAP_FIN_BCG_AA_PER_ACT_MC, SAP_SFIN_BCG_CO_PER_END, SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_GL_GEN_REP","Asset Accounting - Periodic Activities, Controlling - Period End Processing, Controlling - Reporting, General Reporting","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","(BSP not existing: NW_APS_APJ)"
"Schedule Asset Accounting Jobs","Transactional"," SAP_SFIN_BC_CO_PE_CCA","SAP_FIN_BCG_AA_PER_ACT_MC, SAP_SFIN_BCG_CO_PER_END, SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_GL_GEN_REP","Asset Accounting - Periodic Activities, Controlling - Period End Processing, Controlling - Reporting, General Reporting","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","(BSP not existing: NW_APS_APJ)"
"Schedule Asset Accounting Jobs","Transactional"," SAP_SFIN_BC_CO_PE_PS_SETT","SAP_FIN_BCG_AA_PER_ACT_MC, SAP_SFIN_BCG_CO_PER_END, SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_GL_GEN_REP","Asset Accounting - Periodic Activities, Controlling - Period End Processing, Controlling - Reporting, General Reporting","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","(BSP not existing: NW_APS_APJ)"
"Schedule Asset Accounting Jobs","Transactional"," SAP_SFIN_BC_CO_REP_GEN","SAP_FIN_BCG_AA_PER_ACT_MC, SAP_SFIN_BCG_CO_PER_END, SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_GL_GEN_REP","Asset Accounting - Periodic Activities, Controlling - Period End Processing, Controlling - Reporting, General Reporting","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","(BSP not existing: NW_APS_APJ)"
"Schedule Asset Accounting Jobs","Transactional"," SAP_SFIN_BC_GL_GEN_REP","SAP_FIN_BCG_AA_PER_ACT_MC, SAP_SFIN_BCG_CO_PER_END, SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_GL_GEN_REP","Asset Accounting - Periodic Activities, Controlling - Period End Processing, Controlling - Reporting, General Reporting","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","(BSP not existing: NW_APS_APJ)"
"Schedule General Ledger Accounting Jobs","Transactional","SAP_FIN_BC_GL_PERIOD_ACT","FIN_BCG_GL_PERIOD_ACT","General Ledger - Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","NW_APS_APJ_LIB"
"Display Customer Summary - China","Analytical","SAP_SFIN_BC_AR_OPER_CN","SAP_SFIN_BCG_AR_DAILY_CN","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","GLO_CUSTSMMRY"
"Maintain Virtual Accounts - Japan","Transactional","SAP_FIN_BC_AR_INVOICES_JP","SAP_FIN_BCG_AR_INVOICES_JP","Accounts Receivable - Manage invoices - Japan","SAP_BR_AR_ACCOUNTANT_JP","Accounts Receivable Accountant for Japan","FIN_VIR_ACC"
"Display Supplier Summary - China","Analytical","SAP_SFIN_BC_AP_OPER_CN","SAP_SFIN_BCG_AP_DAILY_CN","","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant","GLO_SUPPSMMRY"
"Event-Based Revenue Recognition","Transactional","SAP_SFIN_BC_CO_REP_PS","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","FIN_EBREVREC"
"Edit Options for Journal Entries - My Settings","Transactional","SAP_SFIN_BC_APAR_OPER","","","","","FIN_EDITOPT_M"
"Edit Options for Journal Entries - My Settings","Transactional"," SAP_SFIN_BC_BA_BANKSTAT","","","","","FIN_EDITOPT_M"
"Edit Options for Journal Entries - My Settings","Transactional"," SAP_SFIN_BC_GL_USER_PARAM","","","","","FIN_EDITOPT_M"
"Define Compliance Reports","Transactional","SAP_FIN_BC_SRF_CONF","SAP_FIN_BCG_SRF_CONF","Statutory Reporting","SAP_BR_ADMINISTRATOR","Administrator","SRF_REP_DEF_S1"
"Display G/L Account Balances - China","Analytical","SAP_SFIN_BC_GL_GEN_REP_CN","SAP_SFIN_BCG_GL_GEN_REP_CN","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","GLO_GLA_BALANCE"
"Display Credit Log","Transactional","SAP_SFIN_BC_CR_DISP_DATA","SAP_SFIN_BCG_CR_REPORTING, SAP_SFIN_BCG_CR_DAILY, SAP_SFIN_BCG_CR_MASTER_DATA","Reporting, Daily Business, Master Data","SAP_BR_CREDIT_CONTROLLER","Credit Controller","NW_APS_APL"
"Schedule Accounts Payable Jobs","Transactional","SAP_SFIN_BC_APAR_OPER","","","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant","NW_APS_APJ_LIB"
"Edit Journal Entry for Invoice Summary - Japan","Transactional","SAP_FIN_BC_AR_INVOICES_JP","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","FIN_INV_SUM_EDT"
"Manage Tax Invoices - South Korea","Transactional","SAP_FIN_BC_AR_TAX_INV_KR","SAP_FIN_BCG_AR_TAX_INV_KR","Accounts Receivable - Manage Tax Invoices - South Korea","SAP_BR_AR_ACCOUNTANT_KR","Accounts Receivable Accountant for South Korea","GLO_TAXINV_KR"
"Reverse Clearing of Payment Requests","GUI","SAP_SFIN_BC_BA_REVERSAL","","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist",""
"Regroup Receivables / Payables","GUI","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Create Actual Assessment Cycle G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Change Actual Assessment Cycle G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Display Actual Assessment Cycle G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Delete Actual Assessment Cycle G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Execute Actual Assessment G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Overview Actual Assessment G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Create Actual Distribution Cycle G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Change Actual Distribution Cycle G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Display Actual Distribution Cycle G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
