"AppName","ApplicationType","BusinessCatalogName","BusinessGroupName","BusinessGroupDescription","BusinessRoleName","BusinessRoleDescription","LeadingTransactionCodes"
"Change Account - Returnable Packaging Logistics","GUI","","","","","","RL02"
"Display Account - Returnable Packaging Logistics","GUI","","","","","","RL03"
"Archive Accounts - Returnable Packaging Logistics","GUI","","","","","","RL04"
"Read Accounts from Archive - Returnable Packaging Logistics","GUI","","","","","","RL05"
"List Accounts grouped by SubRelationships - Returnable Packaging Logistics","GUI","","","","","","RL06A"
"List Accounts grouped by Material and Location - Returnable Packaging Logistics","GUI","","","","","","RL06L"
"List Accounts grouped by Material - Returnable Packaging Logistics","GUI","","","","","","RL06M"
"List Accounts grouped by Relationship - Returnable Packaging Logistics","GUI","","","","","","RL06R"
"List Accounts grouped by Location and Exchange Partner - Returnable Packaging Logistics","GUI","","","","","","RL06X"
"Create Purchase Order - Returnable Packaging Logistics","GUI","","","","","","RL07"
"Enter Postings - Returnable Packaging Logistics","GUI","","","","","","RL11"
"Reprocess Postings - Returnable Packaging Logistics","GUI","","","","","","RL12"
"Archive Postings - Returnable Packaging Logistics","GUI","","","","","","RL15"
"Read Postings from Archive - Returnable Packaging Logistics","GUI","","","","","","RL16"
"List Postings grouped by Account - Returnable Packaging Logistics","GUI","","","","","","RL17A"
"List Postings grouped by Reference Document - Returnable Packaging Logistics","GUI","","","","","","RL17D"
"List Postings grouped by Location - Returnable Packaging Logistics","GUI","","","","","","RL17L"
"List Postings grouped by Material - Returnable Packaging Logistics","GUI","","","","","","RL17M"
"List Postings grouped by Posting Header - Returnable Packaging Logistics","GUI","","","","","","RL17P"
"List Postings grouped by Exchange Partner - Returnable Packaging Logistics","GUI","","","","","","RL17X"
"Inbound Statement Overview - Returnable Packaging Logistics","GUI","","","","","","RL24I"
"Outbound Statement Overview - Returnable Packaging Logistics","GUI","","","","","","RL24O"
"Change External Partner Descriptions - Returnable Packaging Logistics","GUI","","","","","","RL42"
"Display External Partner Descriptions - Returnable Packaging Logistics","GUI","","","","","","RL43"
"Match Statements - Returnable Packaging Logistics","GUI","","","","","","RL52"
"Create Statement - Returnable Packaging Logistics","GUI","","","","","","RL61"
"Change Statement - Returnable Packaging Logistics","GUI","","","","","","RL62"
"Display Statement - Returnable Packaging Logistics","GUI","","","","","","RL63"
"Archive Statements - Returnable Packaging Logistics","GUI","","","","","","RL64"
"Read Statements from Archive - Returnable Packaging Logistics","GUI","","","","","","RL65"
"Create Statement from Postings - Returnable Packaging Logistics","GUI","","","","","","RL71"
"Issue Statement Messages - Returnable Packaging Logistics","GUI","","","","","","RL71F"
"Create Initial Statements - Returnable Packaging Logistics","GUI","","","","","","RL71I"
"Delete Last Statement per Account - Returnable Packaging Logistics","GUI","","","","","","RL72D"
"Display Statement Log - Returnable Packaging Logistics","GUI","","","","","","RL73"
"Delete Statement Logs - Returnable Packaging Logistics","GUI","","","","","","RL73D"
"Archive Transmissions - Returnable Packaging Logistics","GUI","","","","","","RL74"
"Read Transmissions from Archive - Returnable Packaging Logistics","GUI","","","","","","RL75"
"Archive Matching Groups - Returnable Packaging Logistics","GUI","","","","","","RL84"
"Read Matching Groups from Archive - Returnable Packaging Logistics","GUI","","","","","","RL85"
"Create Condition Records - Returnable Packaging Logistics","GUI","","","","","","RLC1"
"Change Condition Records - Returnable Packaging Logistics","GUI","","","","","","RLC2"
"Display Condition Records - Returnable Packaging Logistics","GUI","","","","","","RLC3"
"Edit Release Order","GUI","","","","","","RLMFW_ORDER"
"Create SAF-T XML File - Portugal","GUI","","","","","","RMINI_SAFTN"
"Recipe Management Workbench","GUI","","","","","","RMWB"
"Prepare Invoice Journal - Kazakhstan","GUI","","","","","","RPFIKZ_REGINV"
"Prepare Data for Import Tax - Kazakhstan","GUI","","","","","","RPFIKZ_TAXIMPORT"
"Prepare Data for VAT Return - Kazakhstan","GUI","","","","","","RPFIKZ_VATRET"
"Generate Financial Statements - Luxembourg","GUI","","","","","","RPFILU_AFS"
"Liquidity Plans, Develop Liquidity Plans","GUI","","","","","","RSBPCUI"
"Maintain Investment/Equity History Data - RTCAFD","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","","RTCAFD"
"BPC Extension - BPC Category - RTCBCT","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","","RTCBCT"
"Currency Translation - RTCCT","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","","RTCCT"
"Raise Data Submit Request - RTCDSR","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","","RTCDSR"
"Real-Time Consolidation: Entity Map - RTCENT","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","","RTCENT"
"Flexible Upload - RTCFU","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","","RTCFU"
"BPC Extension - G/L Account - RTCGLA","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","","RTCGLA"
"Consolidation Document Display - RTCJD","GUI","SAP_SFIN_BC_RTC_MAIN","","","","","RTCJD"
"Data Submit Request:  Group Lock/Unlock - RTCMPL","GUI","SAP_SFIN_BC_RTC_MAIN","","","","","RTCMPL"
"Data Submit Request:  Individual Lock/Unlock - RTCPL","GUI","SAP_SFIN_BC_RTC_MAIN","","","","","RTCPL"
"Trace Back Report - RTCRA","GUI","SAP_SFIN_BC_RTC_MAIN","","","","","RTCRA"
"Selection Maintenance - RTCSEL","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","","RTCSEL"
"BPC Extension - Transaction Type - RTCTTP","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","","RTCTTP"
"Repost Realtime Overhead","GUI","","","","","","RTOHC_REPOST"
"Create Initial Realtime Overhead Postings","GUI","","","","","","RTOHC_UPGRADE"
"Foreign Currency Revaluation - Italy","GUI","","","","","","RVITREVAL"
"Stock Overview","GUI","","","","","","RWBE"
"Control POS Inbound IDoc Enqueue","GUI","","","","","","RWPOS_PARA"
"Supply-to-Production Planning - Outbound JIT Call","GUI","","","","","","S2L"
"Analyze and Copy Scheduling Agreements","GUI","","","","","","SACO"
"Prepare Purchase Ledger - Venezuela","GUI","","","","","","S_AC0_52000103"
"Prepare Sales Ledger - Venezuela","GUI","","","","","","S_AC0_52000104"
"Create Monthly Payments File - Argentina","GUI","","","","","","S_AC0_52000171"
"Create Acquisition Tax Accruals - Poland, Create Acquisition Tax Accruals - Czech Republic, Create Acquisition Tax Accruals - Croatia","GUI","","","","","","S_AC0_52000396"
"Reverse Acquisition Tax Accruals - Poland, Reverse Acquisition Tax Accruals - Croatia, Reverse Acquisition Tax Accruals - Czech Republic","GUI","","","","","","S_AC0_52000397"
"Transfer Deferred Tax - Malaysia, Transfer Deferred Tax - Hungary, Transfer Deferred Tax - France, Transfer Deferred Tax - Bulgaria, Transfer Deferred Tax - Mexico, Transfer Deferred Tax - Russia, Deferred Tax Transfer (New) - France","GUI","SAP_FIN_BC_GL_PER_ACT_FR","SAP_FIN_BCG_GL_PER_ACT_HU,SAP_FIN_BCG_GL_PER_ACT_FR,SAP_FIN_BCG_GL_PER_ACT_MY","General Ledger - Periodic Activities Hungary,General Ledger - Periodic Activities France,General Ledger - Periodic Activities Malaysia","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_GL_ACCOUNTANT_MY","General Ledger Accountant, General Ledger Accountant for Belgium, General Ledger Accountant for Malaysia","S_AC0_52000644"
"Transfer Deferred Tax - Malaysia, Transfer Deferred Tax - Hungary, Transfer Deferred Tax - France, Transfer Deferred Tax - Bulgaria, Transfer Deferred Tax - Mexico, Transfer Deferred Tax - Russia, Deferred Tax Transfer (New) - France","GUI","SAP_FIN_BC_GL_PER_ACT_HU","SAP_FIN_BCG_GL_PER_ACT_HU,SAP_FIN_BCG_GL_PER_ACT_FR,SAP_FIN_BCG_GL_PER_ACT_MY","General Ledger - Periodic Activities Hungary,General Ledger - Periodic Activities France,General Ledger - Periodic Activities Malaysia","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_GL_ACCOUNTANT_MY","General Ledger Accountant, General Ledger Accountant for Belgium, General Ledger Accountant for Malaysia","S_AC0_52000644"
"Transfer Deferred Tax - Malaysia, Transfer Deferred Tax - Hungary, Transfer Deferred Tax - France, Transfer Deferred Tax - Bulgaria, Transfer Deferred Tax - Mexico, Transfer Deferred Tax - Russia, Deferred Tax Transfer (New) - France","GUI","SAP_FIN_BC_GL_PER_ACT_MY","SAP_FIN_BCG_GL_PER_ACT_HU,SAP_FIN_BCG_GL_PER_ACT_FR,SAP_FIN_BCG_GL_PER_ACT_MY","General Ledger - Periodic Activities Hungary,General Ledger - Periodic Activities France,General Ledger - Periodic Activities Malaysia","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_GL_ACCOUNTANT_MY","General Ledger Accountant, General Ledger Accountant for Belgium, General Ledger Accountant for Malaysia","S_AC0_52000644"
"Print Deferred Tax Certificates - Mexico","GUI","","","","","","S_AC0_52000779"
"Delete Worklist - Adjust Documents","GUI","","","","","","S_AEN_10000050"
"Prepare Annex 16 Forms - Japan","GUI","SAP_FIN_BC_AA_GEN_REP_JP","SAP_FIN_BCG_AA_GEN_REP_JP","Asset Accounting - General Reporting - Japan","SAP_BR_AA_ACCOUNTANT","Asset Accountant","S_AER_95000303"
"Prepare Top Customers List - Mexico","GUI","","","","","","S_AL0_96000389"
"Process Withholding Tax Update - Argentina","GUI","","","","","","S_AL0_96000639"
"Purchase Information Regime - Argentina","GUI","","","","","","S_AL0_96000640"
"Create Daily VAT Report - Argentina","GUI","","","","","","S_AL0_96000642"
"Process VAT Refunds - Portugal","GUI","","","","","","S_AL0_96000738"
"Prepare Property Tax Declaration - Japan","GUI","SAP_FIN_BC_AA_GEN_REP_JP","SAP_FIN_BCG_AA_GEN_REP_JP","Asset Accounting - General Reporting - Japan","SAP_BR_AA_ACCOUNTANT","Asset Accountant","S_ALN_01001767"
"Enter Time Interest Terms","GUI","SAP_SFIN_BC_GL_CURR_SET","SAP_SFIN_BCG_GL_CURR_SET","General Ledger - Current Settings","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","S_ALR_87002510"
"Enter Reference Interest Values","GUI","SAP_SFIN_BC_GL_CURR_SET","SAP_SFIN_BCG_GL_CURR_SET","General Ledger - Current Settings","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","S_ALR_87002678"
"Assign Sales Order Substitution - Profit Centers","GUI","SAP_SFIN_BC_CO_MD_PCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","S_ALR_87004101"
"Maintain Interest Rates","GUI","","","","","","S_ALR_87004526"
"Create Selection Variants for Collective Processing","GUI","","","","","","S_ALR_87004530"
"Define Costing Sheets - Orders","GUI","","","","","","S_ALR_87005104"
"Create Plan Versions","GUI","","","","","","S_ALR_87005128"
"Edit Status Profile","GUI","","","","","","S_ALR_87005263"
"Edit Order Types - Internal Orders","GUI","","","","","","S_ALR_87005266"
"Create Periodic Reposting Cycles - Cost Centers - Actual","GUI","","","","","","S_ALR_87005395"
"Define Quantity-Based Overhead","GUI","","","","","","S_ALR_87005456"
"Define Percentage Overhead","GUI","","","","","","S_ALR_87005459"
"Stipulate Reposting Cycles","GUI","","","","","","S_ALR_87005496"
"Edit Variables - Profitability Analysis","GUI","","","","","","S_ALR_87005640"
"Define General Version","GUI","","","","","","S_ALR_87005722"
"Create Overhead Allocation Cycles - Cost Centers - Actual","GUI","","","","","","S_ALR_87005742"
"Define Costing Keys - Orders","GUI","","","","","","S_ALR_87005759"
"Enter Exchange Rates","GUI","","","","","","S_ALR_87005820"
"Create Authorization Groups for Versions","GUI","","","","","","S_ALR_87005830"
"Define Quantity-Based Overhead Rates - Orders","GUI","","","","","","S_ALR_87007992"
"Define Percentage Overhead Rates - Orders","GUI","","","","","","S_ALR_87007993"
"Change Index Series","GUI","","","","","","S_ALR_87009086"
"Define Sort Variants","GUI","","","","","","S_ALR_87009120"
"Define Time-Dependent Period Control","GUI","","","","","","S_ALR_87009140"
"Generate Period Control","GUI","","","","","","S_ALR_87009141"
"Define Maximum Base Value","GUI","SAP_SFIN_BC_AA_CURR_SET","SAP_SFIN_BCG_AA_CURR_SET","Current Settings","SAP_BR_AA_ACCOUNTANT","Asset Accountant","S_ALR_87009144"
"Define Asset-Specific Base Value Percentages - Per Asset","GUI","SAP_SFIN_BC_AA_CURR_SET","SAP_SFIN_BCG_AA_CURR_SET","Current Settings","SAP_BR_AA_ACCOUNTANT","Asset Accountant","S_ALR_87009145"
"Define Unit-of-Production Method of Depreciation","GUI","","","","","","S_ALR_87009161"
"Define Posting Rules","GUI","","","","","","S_ALR_87009162"
"Change Index Series","GUI","SAP_SFIN_BC_AA_CURR_SET","SAP_SFIN_BCG_AA_CURR_SET","Current Settings","SAP_BR_AA_ACCOUNTANT","Asset Accountant","S_ALR_87009182"
"Change Asset Classes","GUI","","","","","","S_ALR_87009207"
"Transfer Postings for Cross-Company Code Transactions","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","S_ALR_87009901"
"Process DME Files - Argentina","GUI","","","","","","S_ALR_87009907"
"Create EC Sales List - Belgium","GUI","SAP_FIN_BC_GL_REPORTING_BE","SAP_FIN_BCG_GL_REPORTING_BE","Reporting Belgium","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_BE","General Ledger Accountant, General Ledger Accountant for Belgium","S_ALR_87009940_BE"
"Create EC Sales List - Luxembourg","GUI","SAP_FIN_BC_GL_REPORTING_LU","SAP_FIN_BCG_GL_REPORTING_LU","Reporting Luxembourg","SAP_BR_GL_ACCOUNTANT_LU","General Ledger Accountant for Luxembourg","S_ALR_87009940_LU"
"Process Withholdings and Perceptions - Argentina","GUI","","","","","","S_ALR_87010073"
"Process Company Selfwithholdings - Argentina","GUI","","","","","","S_ALR_87010074"
"Process Social Security Withholdings - Argentina","GUI","","","","","","S_ALR_87010075"
"Withholding Tax Certificates - Argentina","GUI","","","","","","S_ALR_87010078"
"Leasing Liabilities","GUI","","","","","","S_ALR_87010139"
"Liabilities from Leasing Contracts","GUI","","","","","","S_ALR_87010141"
"Revaluation","GUI","","","","","","S_ALR_87010173"
"Prepare Fixed Asset Ledger - Poland","GUI","","","","","","S_ALR_87010198"
"Scrap Value Depr. (Uniform Depr.) - South Korea","GUI","","","","","","S_ALR_87011958"
"Asset Balances - Classic","GUI","","","","","","S_ALR_87011963"
"Asset Inventory","GUI","","","","","","S_ALR_87011979"
"History Sheet - Classic","GUI","","","","","","S_ALR_87011990"
"Asset Balances","GUI","","","","","","S_ALR_87011994"
"Create Asset History Sheet - Austria","GUI","","","","","","S_ALR_87011998"
"Total Depreciation","GUI","SAP_SFIN_BC_AA_GEN_REP","SAP_SFIN_BCG_AA_GEN_REP","General Reporting","SAP_BR_AA_ACCOUNTANT","Asset Accountant","S_ALR_87012004"
"Write-Ups","GUI","","","","","","S_ALR_87012011"
"Depreciation Comparison","GUI","","","","","","S_ALR_87012013"
"Depreciation and Interest","GUI","","","","","","S_ALR_87012018"
"Net Worth Valuation","GUI","","","","","","S_ALR_87012028"
"Gain for Transfer of Reserves","GUI","","","","","","S_ALR_87012033"
"Changes to Asset Master Records","GUI","SAP_SFIN_BC_AA_MASTER_DATA","SAP_SFIN_BCG_AA_MASTDATA","Master Data","SAP_BR_AA_ACCOUNTANT","Asset Accountant","S_ALR_87012037"
"Asset Transactions","GUI","","","","","","S_ALR_87012039"
"G/L Account Balances","GUI","","","","","","S_ALR_87012043"
"Asset Acquisitions - For mid quarter convention","GUI","SAP_SFIN_BC_AA_ANA_US","SAP_SFIN_BCG_AA_ANA_US","Analytics United States","SAP_BR_AA_ACCOUNTANT","Asset Accountant","S_ALR_87012047"
"Asset Acquisitions","GUI","","","","","","S_ALR_87012050"
"Asset Retirements","GUI","","","","","","S_ALR_87012052"
"Intracompany Asset Transfers","GUI","","","","","","S_ALR_87012054"
"List of Origins of Asset Charges","GUI","","","","","","S_ALR_87012058"
"List of Origins by Cost Celements","GUI","","","","","","S_ALR_87012060"
"Retirement Revenue - Analysis","GUI","SAP_SFIN_BC_AA_ANA_US","SAP_SFIN_BCG_AA_ANA_US","Analytics United States","SAP_BR_AA_ACCOUNTANT","Asset Accountant","S_ALR_87012066"
"Calculate Scrap Value Depreciation - South Korea","GUI","","","","","","S_ALR_87012072"
"Calculate Tangible Assets Depreciation - South Korea","GUI","","","","","","S_ALR_87012073"
"Calculate Intangible Assets Depreciation - South Korea","GUI","","","","","","S_ALR_87012074"
"Analyze Due Dates - For Suppliers","GUI","","","","","","S_ALR_87012078"
"Display Bills of Exchange Payables - Simple List","GUI","","","","","","S_ALR_87012114"
"Display Bills of Exchange Payables - Extended List","GUI","","","","","","S_ALR_87012115"
"Process Checks and Bills of Exchange - South Korea","GUI","","","","","","S_ALR_87012118"
"Create Refundable Tax - South Korea","GUI","","","","","","S_ALR_87012137"
"Display 1042 Reporting","GUI","","","","","","S_ALR_87012145"
"Generate Payment Notice - Argentina","GUI","","","","","","S_ALR_87012146"
"Data Medium Exchange with Hard Disk","GUI","","","","","","S_ALR_87012148"
"Customer Information System","GUI","","","","","","S_ALR_87012167"
"Display Customer Advices - Overview","GUI","","","","","","S_ALR_87012200"
"Display Payment Advices - Overview","GUI","SAP_SFIN_BC_AR_PAYM_ADV","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","S_ALR_87012201"
"Display Customer Advices - Detailed List","GUI","","","","","","S_ALR_87012202"
"Display Payment Advices - Detailed List","GUI","SAP_SFIN_BC_AR_PAYM_ADV","SAP_SFIN_BCG_AR_PAYM_ADV","Payment Advices","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","S_ALR_87012203"
"Reorganize Customer Advices - By Customer Account","GUI","SAP_SFIN_BC_AR_PAYM_ADV","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","S_ALR_87012204"
"Reorganize Customer Advices","GUI","SAP_SFIN_BC_AR_PAYM_ADV","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","S_ALR_87012205"
"Display Bills of Exchange Receivables - Simple List","GUI","","","","","","S_ALR_87012208"
"Display Bills of Exchange Receivables - Extended List","GUI","","","","","","S_ALR_87012209"
"Manage Bills of Exchange - South Korea","GUI","","","","","","S_ALR_87012213"
"Print No Payments Documents - Argentina","GUI","","","","","","S_ALR_87012222"
"Generate Payment Notice - Argentina","GUI","","","","","","S_ALR_87012223"
"Gross Income Additional Tax Listing - Argentina","GUI","","","","","","S_ALR_87012224"
"Create Gross Income Tax Report - Argentina","GUI","","","","","","S_ALR_87012226"
"Data Medium Exchange with Hard Disk","GUI","","","","","","S_ALR_87012228"
"Run Foreign Trade Regulations Z5A","GUI","SAP_SFIN_BC_GL_REP_DE","SAP_SFIN_BCG_GL_REP_DE","Reporting Germany","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","S_ALR_87012243"
"Financial Statement - Actual/Actual Comparison for Year","GUI","","","","","","S_ALR_87012249"
"Cash Flow Statement - Indirect Method","GUI","","","","","","S_ALR_87012272"
"G/L Account Balances - Basic Selection","GUI","","","","","","S_ALR_87012276"
"G/L Account Balances - S_ALR_87012277","GUI","","","","","","S_ALR_87012277"
"Structured Account Balance","GUI","","","","","","S_ALR_87012279"
"G/L Line Items","GUI","","","","","","S_ALR_87012282"
"Financial Statement - S_ALR_87012284","GUI","","","","","","S_ALR_87012284"
"Document Journal","GUI","","","","","","S_ALR_87012287"
"Compact Document Journal","GUI","","","","","","S_ALR_87012289"
"Line Item Journal","GUI","","","","","","S_ALR_87012291"
"Journal Entry Changes","GUI","","","","","","S_ALR_87012293"
"Create Compact Document Journal - Argentina","GUI","","","","","","S_ALR_87012294"
"Process Bank and Cash Postings - Argentina","GUI","","","","","","S_ALR_87012295"
"Totals and Balances - Basic Selection","GUI","","","","","","S_ALR_87012300"
"Totals and Balances","GUI","","","","","","S_ALR_87012301"
"G/L Line Items - Basic Selection","GUI","","","","","","S_ALR_87012304"
"G/L Account Changes","GUI","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA","Master Data","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","S_ALR_87012308"
"Prepare Trial Balance - South Korea","GUI","","","","","","S_ALR_87012310"
"Determine Corresponding Accounts - Russia","GUI","","","","","","S_ALR_87012313"
"Balance Audit Trail - Open Items","GUI","","","","","","S_ALR_87012317"
"Display Bills of Exchange - Simple List Minimal Variant","GUI","","","","","","S_ALR_87012321"
"Display Bills of Exchange - Simple List","GUI","","","","","","S_ALR_87012322"
"Display Bills of Exchange - Extended List Minimal Variant","GUI","","","","","","S_ALR_87012323"
"Chart of Accounts - Basic Selection","GUI","","","","","","S_ALR_87012325"
"G/L Account List - Basic Selection","GUI","","","","","","S_ALR_87012327"
"G/L Account List","GUI","","","","","","S_ALR_87012333"
"Gaps in Document Number Assignment","GUI","","","","","","S_ALR_87012342"
"Posting Totals Overview","GUI","","","","","","S_ALR_87012344"
"Line Items Extract","GUI","","","","","","S_ALR_87012347"
"Display Outgoing Checks - By Bank Account","GUI","","","","","","S_ALR_87012348"
"Display Outstanding Checks - By G/L Account and Supplier","GUI","","","","","","S_ALR_87012349"
"Display Bank Advices - Overview for G/L Accounts","GUI","","","","","","S_ALR_87012350"
"Display Bank Advices - Overview","GUI","","","","","","S_ALR_87012351"
"Display Bank Advices - Detailed List  for G/L Accounts","GUI","","","","","","S_ALR_87012352"
"Display Bank Advices - Detailed List","GUI","","","","","","S_ALR_87012353"
"Reorganize Bank Advices - By G/L Account","GUI","","","","","","S_ALR_87012354"
"Reorganize Bank Advices","GUI","","","","","","S_ALR_87012355"
"Create Advance Return on Sales/Purchase Tax","GUI","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","S_ALR_87012357"
"Create Add. List for Advance Return on Sales/Purchase Tax","GUI","","","","","","S_ALR_87012359"
"Input Tax from Parked Documents","GUI","SAP_SFIN_BC_GL_PARKED_DOC","SAP_SFIN_BCG_GL_PARKED_DOC","Parked Documents","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","S_ALR_87012362"
"Display Tax Information per Country","GUI","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","S_ALR_87012365"
"Create Enhanced Tax Journal - Argentina","GUI","","","","","","S_ALR_87012367"
"Download Data Medium Exchange Files - Argentina","GUI","","","","","","S_ALR_87012369"
"Create Annual Sales Listing - Belgium","GUI","SAP_FIN_BC_GL_REPORTING_BE","SAP_FIN_BCG_GL_REPORTING_BE","Reporting Belgium","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_BE","General Ledger Accountant, General Ledger Accountant for Belgium","S_ALR_87012371"
"Process Taxes and Dues/Prepaid Expenses - South Korea","GUI","","","","","","S_ALR_87012381"
"Entertainment Expense List - South Korea","GUI","","","","","","S_ALR_87012383"
"Advance Return for Tax on Sales/Purchases - Portugal","GUI","","","","","","S_ALR_87012386"
"PrepareTax Report, Prepare Tax Report - Canada","GUI","SAP_SFIN_BC_GL_REP_US","SAP_FIN_BCG_GL_REP_CA,SAP_SFIN_BCG_GL_REP_US","Reporting Canada,Reporting United States","SAP_BR_GL_ACCOUNTANT_CA, SAP_BR_GL_ACCOUNTANT","General Ledger Accountant for Canada, General Ledger Accountant","S_ALR_87012394"
"PrepareTax Report, Prepare Tax Report - Canada","GUI","SAP_FIN_BC_GL_REPORTING_CA","SAP_FIN_BCG_GL_REP_CA,SAP_SFIN_BCG_GL_REP_US","Reporting Canada,Reporting United States","SAP_BR_GL_ACCOUNTANT_CA, SAP_BR_GL_ACCOUNTANT","General Ledger Accountant for Canada, General Ledger Accountant","S_ALR_87012394"
"Create EC Sales List","GUI","","","","","","S_ALR_87012400"
"Copy EC Sales List File To PC","GUI","","","","","","S_ALR_87012401"
"Create EC Sales List - Luxembourg","GUI","","","","","","S_ALR_87012402"
"EC Sales List - Spain","GUI","","","","","","S_ALR_87012403"
"Create EC Sales List - Austria","GUI","","","","","","S_ALR_87012404"
"Run Foreign Trade Regulations Z4","GUI","SAP_SFIN_BC_GL_REP_DE","SAP_SFIN_BCG_GL_REP_DE","Reporting Germany","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","S_ALR_87012405"
"Display Actual/Plan/Commitments - Orders","GUI","","","","","","S_ALR_87012999"
"Cost Estimate Comparison - Material vs. Order","GUI","SAP_SFIN_BC_IA_MCE_REP","SAP_SFIN_BCG_IA_MCE_REP","Material Cost Estimates - Reporting","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant","S_ALR_87013046"
"Cost Component Comparison","GUI","SAP_SFIN_BC_IA_MCE_REP","SAP_SFIN_BCG_IA_MCE_REP","Material Cost Estimates - Reporting","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant","S_ALR_87013047"
"Cost Element Comparison","GUI","SAP_SFIN_BC_IA_MCE_REP","SAP_SFIN_BCG_IA_MCE_REP","Material Cost Estimates - Reporting","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant","S_ALR_87013048"
"Sales Order Selection","GUI","SAP_SFIN_BC_CO_REP_INV_SAL","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87013104"
"Select Production Orders","GUI","SAP_SFIN_BC_CO_REP_INV_PRO","SAP_SFIN_BCG_CO_REPORTS,SAP_SFIN","Controlling - Reporting,Controlling - Production Cost Reporting","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs","S_ALR_87013127"
"Target/Actual Comparison - Cost Objects - Cumulative","GUI","","","","","","S_ALR_87013142"
"Material Costs and Inventory Values","GUI","SAP_SFIN_BC_IA_AC_REP","SAP_SFIN_BCG_IA_AC_REP","Actual Costing - Reporting","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant","S_ALR_87013181"
"Project Financials - Costs/Revenues/Expenditures/Receipts","GUI","","","","","","S_ALR_87013531"
"Project Costs - Planned/Actual/Variance","GUI","","","","","","S_ALR_87013532"
"Project Costs - Plan/Actual/Commitment/Remaining Planned/Assigned","GUI","","","","","","S_ALR_87013533"
"Project Costs - Planned 1/Planned 2/Actual/Variance","GUI","","","","","","S_ALR_87013534"
"Project Costs - Actual Costs in CO Area/Object/ Trasaction Currency","GUI","","","","","","S_ALR_87013535"
